"SecondaryStratumID","Timestep","Amount","TransitionGroupID"
"Salaberry-de-Valleyfield",2,20.7,"Reforestation [Type]"
"Salaberry-de-Valleyfield",3,106.38,"Reforestation [Type]"
"Shefford",1,433.08,"Reforestation [Type]"
"Shefford",2,479.07,"Reforestation [Type]"
"Shefford",3,456.075,"Reforestation [Type]"
"Sorel-Tracy",1,264.51,"Reforestation [Type]"
"Sorel-Tracy",2,97.92,"Reforestation [Type]"
"Sorel-Tracy",3,181.215,"Reforestation [Type]"
"Stanbridge East",1,20.97,"Reforestation [Type]"
"Stanbridge East",2,4.5,"Reforestation [Type]"
"Stanbridge East",3,12.735,"Reforestation [Type]"
"Stanbridge Station",1,6.48,"Reforestation [Type]"
"Stanbridge Station",2,6.03,"Reforestation [Type]"
"Stanbridge Station",3,6.255,"Reforestation [Type]"
"Sutton",1,128.52,"Reforestation [Type]"
"Sutton",2,155.43,"Reforestation [Type]"
"Sutton",3,141.975,"Reforestation [Type]"
"Terrasse-Vaudreuil",1,0.99,"Reforestation [Type]"
"Terrasse-Vaudreuil",2,3.42,"Reforestation [Type]"
"Terrasse-Vaudreuil",3,2.205,"Reforestation [Type]"
"Très-Saint-Rédempteur",1,30.06,"Reforestation [Type]"
"Très-Saint-Rédempteur",2,32.04,"Reforestation [Type]"
"Très-Saint-Rédempteur",3,31.05,"Reforestation [Type]"
"Très-Saint-Sacrement",1,98.19,"Reforestation [Type]"
"Très-Saint-Sacrement",2,2.97,"Reforestation [Type]"
"Très-Saint-Sacrement",3,50.58,"Reforestation [Type]"
"Upton",1,109.62,"Reforestation [Type]"
"Upton",2,14.85,"Reforestation [Type]"
"Upton",3,62.235,"Reforestation [Type]"
"Varennes",1,33.84,"Reforestation [Type]"
"Varennes",2,2.88,"Reforestation [Type]"
"Varennes",3,18.36,"Reforestation [Type]"
"Vaudreuil-Dorion",1,70.83,"Reforestation [Type]"
"Vaudreuil-Dorion",2,95.49,"Reforestation [Type]"
"Vaudreuil-Dorion",3,83.16,"Reforestation [Type]"
"Vaudreuil-sur-le-Lac",1,1.89,"Reforestation [Type]"
"Vaudreuil-sur-le-Lac",2,14.4,"Reforestation [Type]"
"Vaudreuil-sur-le-Lac",3,8.145,"Reforestation [Type]"
"Venise-en-Québec",1,9.99,"Reforestation [Type]"
"Venise-en-Québec",2,20.25,"Reforestation [Type]"
"Venise-en-Québec",3,15.12,"Reforestation [Type]"
"Verchères",1,33.48,"Reforestation [Type]"
"Verchères",2,1.26,"Reforestation [Type]"
"Verchères",3,17.37,"Reforestation [Type]"
"Warden",1,44.28,"Reforestation [Type]"
"Warden",2,2.52,"Reforestation [Type]"
"Warden",3,23.4,"Reforestation [Type]"
"Waterloo",1,44.91,"Reforestation [Type]"
"Waterloo",2,18.9,"Reforestation [Type]"
"Waterloo",3,31.905,"Reforestation [Type]"
"Yamaska",1,103.14,"Reforestation [Type]"
"Yamaska",2,4.68,"Reforestation [Type]"
"Yamaska",3,53.91,"Reforestation [Type]"
"Abercorn",1,12.24,"Agricultural Expansion [Type]"
"Abercorn",2,1.98,"Agricultural Expansion [Type]"
"Abercorn",1,16.65,"Agricultural Loss [Type]"
"Abercorn",2,7.29,"Agricultural Loss [Type]"
"Abercorn",1,18.9,"Deforestation [Type]"
"Abercorn",2,2.07,"Deforestation [Type]"
"Acton Vale",1,96.93,"Agricultural Expansion [Type]"
"Acton Vale",2,4.23,"Agricultural Expansion [Type]"
"Acton Vale",1,38.7,"Agricultural Loss [Type]"
"Acton Vale",2,63,"Agricultural Loss [Type]"
"Acton Vale",1,111.15,"Deforestation [Type]"
"Acton Vale",2,29.52,"Deforestation [Type]"
"Akwesasne",1,0.27,"Agricultural Expansion [Type]"
"Akwesasne",2,0,"Agricultural Expansion [Type]"
"Akwesasne",1,0,"Agricultural Loss [Type]"
"Akwesasne",2,10.98,"Agricultural Loss [Type]"
"Akwesasne",1,0.09,"Deforestation [Type]"
"Akwesasne",2,8.82,"Deforestation [Type]"
"Ange-Gardien",1,202.14,"Agricultural Expansion [Type]"
"Ange-Gardien",2,7.11,"Agricultural Expansion [Type]"
"Ange-Gardien",1,10.89,"Agricultural Loss [Type]"
"Ange-Gardien",2,29.88,"Agricultural Loss [Type]"
"Ange-Gardien",1,5.94,"Deforestation [Type]"
"Ange-Gardien",2,4.23,"Deforestation [Type]"
"Beauharnois",1,89.64,"Agricultural Expansion [Type]"
"Beauharnois",2,2.25,"Agricultural Expansion [Type]"
"Beauharnois",1,43.47,"Agricultural Loss [Type]"
"Beauharnois",2,50.76,"Agricultural Loss [Type]"
"Beauharnois",1,42.66,"Deforestation [Type]"
"Beauharnois",2,28.44,"Deforestation [Type]"
"Bedford",1,8.91,"Agricultural Expansion [Type]"
"Bedford",2,1.26,"Agricultural Expansion [Type]"
"Bedford",1,21.96,"Agricultural Loss [Type]"
"Bedford",2,13.41,"Agricultural Loss [Type]"
"Bedford",1,4.86,"Deforestation [Type]"
"Bedford",2,12.51,"Deforestation [Type]"
"Beloeil",1,4.86,"Agricultural Expansion [Type]"
"Beloeil",2,0,"Agricultural Expansion [Type]"
"Beloeil",1,32.4,"Agricultural Loss [Type]"
"Beloeil",2,118.8,"Agricultural Loss [Type]"
"Beloeil",1,3.69,"Deforestation [Type]"
"Beloeil",2,0.09,"Deforestation [Type]"
"Béthanie",1,237.33,"Agricultural Expansion [Type]"
"Béthanie",2,9.9,"Agricultural Expansion [Type]"
"Béthanie",1,8.82,"Agricultural Loss [Type]"
"Béthanie",2,0.72,"Agricultural Loss [Type]"
"Béthanie",1,13.59,"Deforestation [Type]"
"Béthanie",2,0.27,"Deforestation [Type]"
"Bolton-Ouest",1,119.43,"Agricultural Expansion [Type]"
"Bolton-Ouest",2,4.86,"Agricultural Expansion [Type]"
"Bolton-Ouest",1,29.34,"Agricultural Loss [Type]"
"Bolton-Ouest",2,3.69,"Agricultural Loss [Type]"
"Bolton-Ouest",1,186.39,"Deforestation [Type]"
"Bolton-Ouest",2,56.07,"Deforestation [Type]"
"Boucherville",1,59.67,"Agricultural Expansion [Type]"
"Boucherville",2,3.6,"Agricultural Expansion [Type]"
"Boucherville",1,163.8,"Agricultural Loss [Type]"
"Boucherville",2,265.95,"Agricultural Loss [Type]"
"Boucherville",1,85.68,"Deforestation [Type]"
"Boucherville",2,54.99,"Deforestation [Type]"
"Brigham",1,221.85,"Agricultural Expansion [Type]"
"Brigham",2,16.65,"Agricultural Expansion [Type]"
"Brigham",1,42.39,"Agricultural Loss [Type]"
"Brigham",2,48.24,"Agricultural Loss [Type]"
"Brigham",1,56.34,"Deforestation [Type]"
"Brigham",2,51.03,"Deforestation [Type]"
"Brome",1,16.11,"Agricultural Expansion [Type]"
"Brome",2,0.72,"Agricultural Expansion [Type]"
"Brome",1,0.81,"Agricultural Loss [Type]"
"Brome",2,1.35,"Agricultural Loss [Type]"
"Brome",1,0.81,"Deforestation [Type]"
"Brome",2,7.11,"Deforestation [Type]"
"Bromont",1,237.6,"Agricultural Expansion [Type]"
"Bromont",2,11.16,"Agricultural Expansion [Type]"
"Bromont",1,52.83,"Agricultural Loss [Type]"
"Bromont",2,81,"Agricultural Loss [Type]"
"Bromont",1,171.36,"Deforestation [Type]"
"Bromont",2,320.58,"Deforestation [Type]"
"Brossard",1,31.23,"Agricultural Expansion [Type]"
"Brossard",2,1.17,"Agricultural Expansion [Type]"
"Brossard",1,109.26,"Agricultural Loss [Type]"
"Brossard",2,278.28,"Agricultural Loss [Type]"
"Brossard",1,58.86,"Deforestation [Type]"
"Brossard",2,14.13,"Deforestation [Type]"
"Calixa-Lavallée",1,6.93,"Agricultural Expansion [Type]"
"Calixa-Lavallée",2,0.09,"Agricultural Expansion [Type]"
"Calixa-Lavallée",1,5.22,"Agricultural Loss [Type]"
"Calixa-Lavallée",2,2.61,"Agricultural Loss [Type]"
"Calixa-Lavallée",1,0,"Deforestation [Type]"
"Calixa-Lavallée",2,0.09,"Deforestation [Type]"
"Candiac",1,14.04,"Agricultural Expansion [Type]"
"Candiac",2,0.09,"Agricultural Expansion [Type]"
"Candiac",1,39.51,"Agricultural Loss [Type]"
"Candiac",2,102.24,"Agricultural Loss [Type]"
"Candiac",1,57.42,"Deforestation [Type]"
"Candiac",2,87.48,"Deforestation [Type]"
"Carignan",1,70.83,"Agricultural Expansion [Type]"
"Carignan",2,2.34,"Agricultural Expansion [Type]"
"Carignan",1,34.38,"Agricultural Loss [Type]"
"Carignan",2,88.29,"Agricultural Loss [Type]"
"Carignan",1,52.29,"Deforestation [Type]"
"Carignan",2,68.85,"Deforestation [Type]"
"Chambly",1,26.1,"Agricultural Expansion [Type]"
"Chambly",2,0.45,"Agricultural Expansion [Type]"
"Chambly",1,36.09,"Agricultural Loss [Type]"
"Chambly",2,142.11,"Agricultural Loss [Type]"
"Chambly",1,53.82,"Deforestation [Type]"
"Chambly",2,26.46,"Deforestation [Type]"
"Châteauguay",1,7.74,"Agricultural Expansion [Type]"
"Châteauguay",2,0.45,"Agricultural Expansion [Type]"
"Châteauguay",1,51.48,"Agricultural Loss [Type]"
"Châteauguay",2,79.11,"Agricultural Loss [Type]"
"Châteauguay",1,57.87,"Deforestation [Type]"
"Châteauguay",2,35.19,"Deforestation [Type]"
"Contrecoeur",1,42.48,"Agricultural Expansion [Type]"
"Contrecoeur",2,1.98,"Agricultural Expansion [Type]"
"Contrecoeur",1,26.82,"Agricultural Loss [Type]"
"Contrecoeur",2,35.91,"Agricultural Loss [Type]"
"Contrecoeur",1,50.04,"Deforestation [Type]"
"Contrecoeur",2,65.07,"Deforestation [Type]"
"Coteau-du-Lac",1,27.45,"Agricultural Expansion [Type]"
"Coteau-du-Lac",2,0.45,"Agricultural Expansion [Type]"
"Coteau-du-Lac",1,46.08,"Agricultural Loss [Type]"
"Coteau-du-Lac",2,83.79,"Agricultural Loss [Type]"
"Coteau-du-Lac",1,44.73,"Deforestation [Type]"
"Coteau-du-Lac",2,22.77,"Deforestation [Type]"
"Cowansville",1,47.16,"Agricultural Expansion [Type]"
"Cowansville",2,3.6,"Agricultural Expansion [Type]"
"Cowansville",1,37.8,"Agricultural Loss [Type]"
"Cowansville",2,23.94,"Agricultural Loss [Type]"
"Cowansville",1,83.16,"Deforestation [Type]"
"Cowansville",2,63.63,"Deforestation [Type]"
"Delson",1,0.54,"Agricultural Expansion [Type]"
"Delson",2,0,"Agricultural Expansion [Type]"
"Delson",1,66.15,"Agricultural Loss [Type]"
"Delson",2,8.19,"Agricultural Loss [Type]"
"Delson",1,32.85,"Deforestation [Type]"
"Delson",2,11.34,"Deforestation [Type]"
"Dundee",1,270.18,"Agricultural Expansion [Type]"
"Dundee",2,5.58,"Agricultural Expansion [Type]"
"Dundee",1,17.46,"Agricultural Loss [Type]"
"Dundee",2,2.07,"Agricultural Loss [Type]"
"Dundee",1,0.72,"Deforestation [Type]"
"Dundee",2,0.9,"Deforestation [Type]"
"Dunham",1,139.59,"Agricultural Expansion [Type]"
"Dunham",2,13.86,"Agricultural Expansion [Type]"
"Dunham",1,88.65,"Agricultural Loss [Type]"
"Dunham",2,25.83,"Agricultural Loss [Type]"
"Dunham",1,107.19,"Deforestation [Type]"
"Dunham",2,63.18,"Deforestation [Type]"
"East Farnham",1,10.08,"Agricultural Expansion [Type]"
"East Farnham",2,2.43,"Agricultural Expansion [Type]"
"East Farnham",1,2.61,"Agricultural Loss [Type]"
"East Farnham",2,0.27,"Agricultural Loss [Type]"
"East Farnham",1,8.73,"Deforestation [Type]"
"East Farnham",2,3.06,"Deforestation [Type]"
"Elgin",1,119.25,"Agricultural Expansion [Type]"
"Elgin",2,3.78,"Agricultural Expansion [Type]"
"Elgin",1,7.29,"Agricultural Loss [Type]"
"Elgin",2,0.99,"Agricultural Loss [Type]"
"Elgin",1,1.26,"Deforestation [Type]"
"Elgin",2,0,"Deforestation [Type]"
"Farnham",1,131.49,"Agricultural Expansion [Type]"
"Farnham",2,5.67,"Agricultural Expansion [Type]"
"Farnham",1,29.79,"Agricultural Loss [Type]"
"Farnham",2,66.15,"Agricultural Loss [Type]"
"Farnham",1,38.34,"Deforestation [Type]"
"Farnham",2,78.75,"Deforestation [Type]"
"Franklin",1,196.74,"Agricultural Expansion [Type]"
"Franklin",2,22.05,"Agricultural Expansion [Type]"
"Franklin",1,1.8,"Agricultural Loss [Type]"
"Franklin",2,6.66,"Agricultural Loss [Type]"
"Franklin",1,3.24,"Deforestation [Type]"
"Franklin",2,3.06,"Deforestation [Type]"
"Frelighsburg",1,39.24,"Agricultural Expansion [Type]"
"Frelighsburg",2,7.47,"Agricultural Expansion [Type]"
"Frelighsburg",1,32.4,"Agricultural Loss [Type]"
"Frelighsburg",2,9.36,"Agricultural Loss [Type]"
"Frelighsburg",1,52.47,"Deforestation [Type]"
"Frelighsburg",2,9.54,"Deforestation [Type]"
"Godmanchester",1,331.65,"Agricultural Expansion [Type]"
"Godmanchester",2,5.85,"Agricultural Expansion [Type]"
"Godmanchester",1,14.76,"Agricultural Loss [Type]"
"Godmanchester",2,10.26,"Agricultural Loss [Type]"
"Godmanchester",1,4.68,"Deforestation [Type]"
"Godmanchester",2,1.8,"Deforestation [Type]"
"Granby",1,198,"Agricultural Expansion [Type]"
"Granby",2,4.59,"Agricultural Expansion [Type]"
"Granby",1,79.11,"Agricultural Loss [Type]"
"Granby",2,200.97,"Agricultural Loss [Type]"
"Granby",1,183.33,"Deforestation [Type]"
"Granby",2,308.07,"Deforestation [Type]"
"Havelock",1,83.88,"Agricultural Expansion [Type]"
"Havelock",2,11.43,"Agricultural Expansion [Type]"
"Havelock",1,1.98,"Agricultural Loss [Type]"
"Havelock",2,8.1,"Agricultural Loss [Type]"
"Havelock",1,2.61,"Deforestation [Type]"
"Havelock",2,22.32,"Deforestation [Type]"
"Hemmingford",1,147.87,"Agricultural Expansion [Type]"
"Hemmingford",2,25.47,"Agricultural Expansion [Type]"
"Hemmingford",1,10.35,"Agricultural Loss [Type]"
"Hemmingford",2,9.54,"Agricultural Loss [Type]"
"Hemmingford",1,8.64,"Deforestation [Type]"
"Hemmingford",2,17.01,"Deforestation [Type]"
"Henryville",1,9.45,"Agricultural Expansion [Type]"
"Henryville",2,0.36,"Agricultural Expansion [Type]"
"Henryville",1,6.84,"Agricultural Loss [Type]"
"Henryville",2,18,"Agricultural Loss [Type]"
"Henryville",1,1.26,"Deforestation [Type]"
"Henryville",2,0.45,"Deforestation [Type]"
"Hinchinbrooke",1,291.69,"Agricultural Expansion [Type]"
"Hinchinbrooke",2,17.82,"Agricultural Expansion [Type]"
"Hinchinbrooke",1,6.57,"Agricultural Loss [Type]"
"Hinchinbrooke",2,43.83,"Agricultural Loss [Type]"
"Hinchinbrooke",1,11.07,"Deforestation [Type]"
"Hinchinbrooke",2,65.52,"Deforestation [Type]"
"Howick",1,0.18,"Agricultural Expansion [Type]"
"Howick",2,0,"Agricultural Expansion [Type]"
"Howick",1,0.63,"Agricultural Loss [Type]"
"Howick",2,6.12,"Agricultural Loss [Type]"
"Howick",1,0.09,"Deforestation [Type]"
"Howick",2,0,"Deforestation [Type]"
"Hudson",1,14.13,"Agricultural Expansion [Type]"
"Hudson",2,0.63,"Agricultural Expansion [Type]"
"Hudson",1,12.24,"Agricultural Loss [Type]"
"Hudson",2,19.08,"Agricultural Loss [Type]"
"Hudson",1,39.06,"Deforestation [Type]"
"Hudson",2,151.47,"Deforestation [Type]"
"Huntingdon",1,0.45,"Agricultural Expansion [Type]"
"Huntingdon",2,0,"Agricultural Expansion [Type]"
"Huntingdon",1,11.88,"Agricultural Loss [Type]"
"Huntingdon",2,10.62,"Agricultural Loss [Type]"
"Huntingdon",1,0.81,"Deforestation [Type]"
"Huntingdon",2,0.54,"Deforestation [Type]"
"Kahnawake",1,31.68,"Agricultural Expansion [Type]"
"Kahnawake",2,3.06,"Agricultural Expansion [Type]"
"Kahnawake",1,29.61,"Agricultural Loss [Type]"
"Kahnawake",2,16.74,"Agricultural Loss [Type]"
"Kahnawake",1,82.08,"Deforestation [Type]"
"Kahnawake",2,47.61,"Deforestation [Type]"
"L'Île-Cadieux",1,0,"Agricultural Expansion [Type]"
"L'Île-Cadieux",2,0,"Agricultural Expansion [Type]"
"L'Île-Cadieux",1,0,"Agricultural Loss [Type]"
"L'Île-Cadieux",2,0,"Agricultural Loss [Type]"
"L'Île-Cadieux",1,0,"Deforestation [Type]"
"L'Île-Cadieux",2,0,"Deforestation [Type]"
"L'Île-Perrot",1,0,"Agricultural Expansion [Type]"
"L'Île-Perrot",2,0,"Agricultural Expansion [Type]"
"L'Île-Perrot",1,0.18,"Agricultural Loss [Type]"
"L'Île-Perrot",2,1.26,"Agricultural Loss [Type]"
"L'Île-Perrot",1,24.66,"Deforestation [Type]"
"L'Île-Perrot",2,38.43,"Deforestation [Type]"
"La Prairie",1,54.36,"Agricultural Expansion [Type]"
"La Prairie",2,0.45,"Agricultural Expansion [Type]"
"La Prairie",1,50.49,"Agricultural Loss [Type]"
"La Prairie",2,30.6,"Agricultural Loss [Type]"
"La Prairie",1,24.3,"Deforestation [Type]"
"La Prairie",2,51.57,"Deforestation [Type]"
"La Présentation",1,77.85,"Agricultural Expansion [Type]"
"La Présentation",2,2.79,"Agricultural Expansion [Type]"
"La Présentation",1,0.9,"Agricultural Loss [Type]"
"La Présentation",2,12.69,"Agricultural Loss [Type]"
"La Présentation",1,3.24,"Deforestation [Type]"
"La Présentation",2,7.11,"Deforestation [Type]"
"Lac-Brome",1,310.95,"Agricultural Expansion [Type]"
"Lac-Brome",2,16.74,"Agricultural Expansion [Type]"
"Lac-Brome",1,71.64,"Agricultural Loss [Type]"
"Lac-Brome",2,29.97,"Agricultural Loss [Type]"
"Lac-Brome",1,246.6,"Deforestation [Type]"
"Lac-Brome",2,180.45,"Deforestation [Type]"
"Lacolle",1,23.85,"Agricultural Expansion [Type]"
"Lacolle",2,2.25,"Agricultural Expansion [Type]"
"Lacolle",1,9.81,"Agricultural Loss [Type]"
"Lacolle",2,22.68,"Agricultural Loss [Type]"
"Lacolle",1,1.98,"Deforestation [Type]"
"Lacolle",2,0.63,"Deforestation [Type]"
"Léry",1,8.46,"Agricultural Expansion [Type]"
"Léry",2,0.54,"Agricultural Expansion [Type]"
"Léry",1,10.08,"Agricultural Loss [Type]"
"Léry",2,0.54,"Agricultural Loss [Type]"
"Léry",1,11.79,"Deforestation [Type]"
"Léry",2,2.43,"Deforestation [Type]"
"Les Cèdres",1,35.46,"Agricultural Expansion [Type]"
"Les Cèdres",2,3.15,"Agricultural Expansion [Type]"
"Les Cèdres",1,121.77,"Agricultural Loss [Type]"
"Les Cèdres",2,91.89,"Agricultural Loss [Type]"
"Les Cèdres",1,25.47,"Deforestation [Type]"
"Les Cèdres",2,24.84,"Deforestation [Type]"
"Les Coteaux",1,17.28,"Agricultural Expansion [Type]"
"Les Coteaux",2,0.09,"Agricultural Expansion [Type]"
"Les Coteaux",1,31.5,"Agricultural Loss [Type]"
"Les Coteaux",2,26.91,"Agricultural Loss [Type]"
"Les Coteaux",1,20.79,"Deforestation [Type]"
"Les Coteaux",2,24.12,"Deforestation [Type]"
"Longueuil",1,65.43,"Agricultural Expansion [Type]"
"Longueuil",2,6.12,"Agricultural Expansion [Type]"
"Longueuil",1,81.72,"Agricultural Loss [Type]"
"Longueuil",2,185.67,"Agricultural Loss [Type]"
"Longueuil",1,165.69,"Deforestation [Type]"
"Longueuil",2,124.92,"Deforestation [Type]"
"Marieville",1,81,"Agricultural Expansion [Type]"
"Marieville",2,0.72,"Agricultural Expansion [Type]"
"Marieville",1,11.97,"Agricultural Loss [Type]"
"Marieville",2,96.21,"Agricultural Loss [Type]"
"Marieville",1,1.44,"Deforestation [Type]"
"Marieville",2,4.14,"Deforestation [Type]"
"Massueville",1,2.16,"Agricultural Expansion [Type]"
"Massueville",2,0,"Agricultural Expansion [Type]"
"Massueville",1,1.26,"Agricultural Loss [Type]"
"Massueville",2,6.39,"Agricultural Loss [Type]"
"Massueville",1,0.63,"Deforestation [Type]"
"Massueville",2,0.99,"Deforestation [Type]"
"McMasterville",1,0.09,"Agricultural Expansion [Type]"
"McMasterville",2,0,"Agricultural Expansion [Type]"
"McMasterville",1,6.75,"Agricultural Loss [Type]"
"McMasterville",2,39.06,"Agricultural Loss [Type]"
"McMasterville",1,1.71,"Deforestation [Type]"
"McMasterville",2,2.25,"Deforestation [Type]"
"Mercier",1,43.83,"Agricultural Expansion [Type]"
"Mercier",2,1.62,"Agricultural Expansion [Type]"
"Mercier",1,34.02,"Agricultural Loss [Type]"
"Mercier",2,99.81,"Agricultural Loss [Type]"
"Mercier",1,9.45,"Deforestation [Type]"
"Mercier",2,14.22,"Deforestation [Type]"
"Mont-Saint-Grégoire",1,86.49,"Agricultural Expansion [Type]"
"Mont-Saint-Grégoire",2,2.25,"Agricultural Expansion [Type]"
"Mont-Saint-Grégoire",1,2.43,"Agricultural Loss [Type]"
"Mont-Saint-Grégoire",2,54.63,"Agricultural Loss [Type]"
"Mont-Saint-Grégoire",1,0.81,"Deforestation [Type]"
"Mont-Saint-Grégoire",2,2.16,"Deforestation [Type]"
"Mont-Saint-Hilaire",1,26.64,"Agricultural Expansion [Type]"
"Mont-Saint-Hilaire",2,3.06,"Agricultural Expansion [Type]"
"Mont-Saint-Hilaire",1,119.34,"Agricultural Loss [Type]"
"Mont-Saint-Hilaire",2,81.18,"Agricultural Loss [Type]"
"Mont-Saint-Hilaire",1,101.61,"Deforestation [Type]"
"Mont-Saint-Hilaire",2,60.57,"Deforestation [Type]"
"Napierville",1,0.18,"Agricultural Expansion [Type]"
"Napierville",2,0,"Agricultural Expansion [Type]"
"Napierville",1,10.35,"Agricultural Loss [Type]"
"Napierville",2,23.31,"Agricultural Loss [Type]"
"Napierville",1,3.06,"Deforestation [Type]"
"Napierville",2,4.86,"Deforestation [Type]"
"Notre-Dame-de-l'Île-Perrot",1,3.87,"Agricultural Expansion [Type]"
"Notre-Dame-de-l'Île-Perrot",2,0.54,"Agricultural Expansion [Type]"
"Notre-Dame-de-l'Île-Perrot",1,14.4,"Agricultural Loss [Type]"
"Notre-Dame-de-l'Île-Perrot",2,48.96,"Agricultural Loss [Type]"
"Notre-Dame-de-l'Île-Perrot",1,47.34,"Deforestation [Type]"
"Notre-Dame-de-l'Île-Perrot",2,69.75,"Deforestation [Type]"
"Notre-Dame-de-Stanbridge",1,4.14,"Agricultural Expansion [Type]"
"Notre-Dame-de-Stanbridge",2,0.27,"Agricultural Expansion [Type]"
"Notre-Dame-de-Stanbridge",1,1.26,"Agricultural Loss [Type]"
"Notre-Dame-de-Stanbridge",2,12.78,"Agricultural Loss [Type]"
"Notre-Dame-de-Stanbridge",1,0.09,"Deforestation [Type]"
"Notre-Dame-de-Stanbridge",2,0.72,"Deforestation [Type]"
"Noyan",1,22.23,"Agricultural Expansion [Type]"
"Noyan",2,0.36,"Agricultural Expansion [Type]"
"Noyan",1,14.31,"Agricultural Loss [Type]"
"Noyan",2,62.19,"Agricultural Loss [Type]"
"Noyan",1,4.68,"Deforestation [Type]"
"Noyan",2,17.28,"Deforestation [Type]"
"Ormstown",1,204.03,"Agricultural Expansion [Type]"
"Ormstown",2,5.22,"Agricultural Expansion [Type]"
"Ormstown",1,5.04,"Agricultural Loss [Type]"
"Ormstown",2,25.74,"Agricultural Loss [Type]"
"Ormstown",1,5.4,"Deforestation [Type]"
"Ormstown",2,7.29,"Deforestation [Type]"
"Otterburn Park",1,2.97,"Agricultural Expansion [Type]"
"Otterburn Park",2,0,"Agricultural Expansion [Type]"
"Otterburn Park",1,3.87,"Agricultural Loss [Type]"
"Otterburn Park",2,12.06,"Agricultural Loss [Type]"
"Otterburn Park",1,44.28,"Deforestation [Type]"
"Otterburn Park",2,9.18,"Deforestation [Type]"
"Pike River",1,2.7,"Agricultural Expansion [Type]"
"Pike River",2,0.09,"Agricultural Expansion [Type]"
"Pike River",1,1.89,"Agricultural Loss [Type]"
"Pike River",2,11.34,"Agricultural Loss [Type]"
"Pike River",1,2.79,"Deforestation [Type]"
"Pike River",2,1.35,"Deforestation [Type]"
"Pincourt",1,0,"Agricultural Expansion [Type]"
"Pincourt",2,0,"Agricultural Expansion [Type]"
"Pincourt",1,1.98,"Agricultural Loss [Type]"
"Pincourt",2,3.33,"Agricultural Loss [Type]"
"Pincourt",1,17.46,"Deforestation [Type]"
"Pincourt",2,106.83,"Deforestation [Type]"
"Pointe-des-Cascades",1,0.99,"Agricultural Expansion [Type]"
"Pointe-des-Cascades",2,0.63,"Agricultural Expansion [Type]"
"Pointe-des-Cascades",1,2.52,"Agricultural Loss [Type]"
"Pointe-des-Cascades",2,4.5,"Agricultural Loss [Type]"
"Pointe-des-Cascades",1,8.73,"Deforestation [Type]"
"Pointe-des-Cascades",2,5.4,"Deforestation [Type]"
"Pointe-Fortune",1,13.41,"Agricultural Expansion [Type]"
"Pointe-Fortune",2,1.8,"Agricultural Expansion [Type]"
"Pointe-Fortune",1,5.22,"Agricultural Loss [Type]"
"Pointe-Fortune",2,4.41,"Agricultural Loss [Type]"
"Pointe-Fortune",1,5.13,"Deforestation [Type]"
"Pointe-Fortune",2,14.76,"Deforestation [Type]"
"Richelieu",1,38.97,"Agricultural Expansion [Type]"
"Richelieu",2,0.63,"Agricultural Expansion [Type]"
"Richelieu",1,4.68,"Agricultural Loss [Type]"
"Richelieu",2,30.78,"Agricultural Loss [Type]"
"Richelieu",1,3.96,"Deforestation [Type]"
"Richelieu",2,1.62,"Deforestation [Type]"
"Rigaud",1,33.75,"Agricultural Expansion [Type]"
"Rigaud",2,3.06,"Agricultural Expansion [Type]"
"Rigaud",1,30.33,"Agricultural Loss [Type]"
"Rigaud",2,115.56,"Agricultural Loss [Type]"
"Rigaud",1,35.19,"Deforestation [Type]"
"Rigaud",2,180.81,"Deforestation [Type]"
"Rivière-Beaudette",1,16.47,"Agricultural Expansion [Type]"
"Rivière-Beaudette",2,0.27,"Agricultural Expansion [Type]"
"Rivière-Beaudette",1,18.63,"Agricultural Loss [Type]"
"Rivière-Beaudette",2,43.47,"Agricultural Loss [Type]"
"Rivière-Beaudette",1,29.97,"Deforestation [Type]"
"Rivière-Beaudette",2,29.25,"Deforestation [Type]"
"Rougemont",1,46.62,"Agricultural Expansion [Type]"
"Rougemont",2,8.37,"Agricultural Expansion [Type]"
"Rougemont",1,9.27,"Agricultural Loss [Type]"
"Rougemont",2,8.64,"Agricultural Loss [Type]"
"Rougemont",1,7.11,"Deforestation [Type]"
"Rougemont",2,4.14,"Deforestation [Type]"
"Roxton",1,170.82,"Agricultural Expansion [Type]"
"Roxton",2,7.74,"Agricultural Expansion [Type]"
"Roxton",1,22.41,"Agricultural Loss [Type]"
"Roxton",2,7.11,"Agricultural Loss [Type]"
"Roxton",1,19.53,"Deforestation [Type]"
"Roxton",2,2.88,"Deforestation [Type]"
"Roxton Falls",1,3.15,"Agricultural Expansion [Type]"
"Roxton Falls",2,0.09,"Agricultural Expansion [Type]"
"Roxton Falls",1,2.88,"Agricultural Loss [Type]"
"Roxton Falls",2,12.51,"Agricultural Loss [Type]"
"Roxton Falls",1,11.88,"Deforestation [Type]"
"Roxton Falls",2,6.12,"Deforestation [Type]"
"Roxton Pond",1,193.5,"Agricultural Expansion [Type]"
"Roxton Pond",2,10.53,"Agricultural Expansion [Type]"
"Roxton Pond",1,7.92,"Agricultural Loss [Type]"
"Roxton Pond",2,9,"Agricultural Loss [Type]"
"Roxton Pond",1,31.77,"Deforestation [Type]"
"Roxton Pond",2,40.86,"Deforestation [Type]"
"Saint-Aimé",1,76.32,"Agricultural Expansion [Type]"
"Saint-Aimé",2,1.35,"Agricultural Expansion [Type]"
"Saint-Aimé",1,14.76,"Agricultural Loss [Type]"
