"SecondaryStratumID","TransitionGroupID","Timestep","Amount"
"Saint-Bruno-de-Montarville","Agricultural Loss [Type]",1,104.76
"Saint-Bruno-de-Montarville","Agricultural Loss [Type]",2,130.05
"Saint-Bruno-de-Montarville","Deforestation [Type]",1,96.03
"Saint-Bruno-de-Montarville","Deforestation [Type]",2,61.38
"Saint-Césaire","Agricultural Expansion [Type]",1,96.3
"Saint-Césaire","Agricultural Expansion [Type]",2,0.99
"Saint-Césaire","Agricultural Loss [Type]",1,4.95
"Saint-Césaire","Agricultural Loss [Type]",2,49.05
"Saint-Césaire","Deforestation [Type]",1,2.79
"Saint-Césaire","Deforestation [Type]",2,2.61
"Saint-Charles-sur-Richelieu","Agricultural Expansion [Type]",1,64.8
"Saint-Charles-sur-Richelieu","Agricultural Expansion [Type]",2,1.71
"Saint-Charles-sur-Richelieu","Agricultural Loss [Type]",1,2.25
"Saint-Charles-sur-Richelieu","Agricultural Loss [Type]",2,6.48
"Saint-Charles-sur-Richelieu","Deforestation [Type]",1,1.17
"Saint-Charles-sur-Richelieu","Deforestation [Type]",2,0.36
"Saint-Chrysostome","Agricultural Expansion [Type]",1,243.81
"Saint-Chrysostome","Agricultural Expansion [Type]",2,13.59
"Saint-Chrysostome","Agricultural Loss [Type]",1,8.37
"Saint-Chrysostome","Agricultural Loss [Type]",2,17.73
"Saint-Chrysostome","Deforestation [Type]",1,7.11
"Saint-Chrysostome","Deforestation [Type]",2,12.96
"Saint-Clet","Agricultural Expansion [Type]",1,14.58
"Saint-Clet","Agricultural Expansion [Type]",2,1.17
"Saint-Clet","Agricultural Loss [Type]",1,13.95
"Saint-Clet","Agricultural Loss [Type]",2,24.39
"Saint-Clet","Deforestation [Type]",1,0.63
"Saint-Clet","Deforestation [Type]",2,0.09
"Saint-Constant","Agricultural Expansion [Type]",1,33.12
"Saint-Constant","Agricultural Expansion [Type]",2,0.99
"Saint-Constant","Agricultural Loss [Type]",1,22.68
"Saint-Constant","Agricultural Loss [Type]",2,86.04
"Saint-Constant","Deforestation [Type]",1,15.75
"Saint-Constant","Deforestation [Type]",2,11.52
"Saint-Cyprien-de-Napierville","Agricultural Expansion [Type]",1,9.27
"Saint-Cyprien-de-Napierville","Agricultural Expansion [Type]",2,1.35
"Saint-Cyprien-de-Napierville","Agricultural Loss [Type]",1,14.76
"Saint-Cyprien-de-Napierville","Agricultural Loss [Type]",2,25.83
"Saint-Cyprien-de-Napierville","Deforestation [Type]",1,0.45
"Saint-Cyprien-de-Napierville","Deforestation [Type]",2,3.15
"Saint-Damase","Agricultural Expansion [Type]",1,57.87
"Saint-Damase","Agricultural Expansion [Type]",2,0.27
"Saint-Damase","Agricultural Loss [Type]",1,4.14
"Saint-Damase","Agricultural Loss [Type]",2,6.21
"Saint-Damase","Deforestation [Type]",1,0.18
"Saint-Damase","Deforestation [Type]",2,0.18
"Saint-David","Agricultural Expansion [Type]",1,97.02
"Saint-David","Agricultural Expansion [Type]",2,5.49
"Saint-David","Agricultural Loss [Type]",1,0.9
"Saint-David","Agricultural Loss [Type]",2,5.31
"Saint-David","Deforestation [Type]",1,2.25
"Saint-David","Deforestation [Type]",2,2.25
"Saint-Denis-sur-Richelieu","Agricultural Expansion [Type]",1,61.02
"Saint-Denis-sur-Richelieu","Agricultural Expansion [Type]",2,1.17
"Saint-Denis-sur-Richelieu","Agricultural Loss [Type]",1,0.81
"Saint-Denis-sur-Richelieu","Agricultural Loss [Type]",2,20.61
"Saint-Denis-sur-Richelieu","Deforestation [Type]",1,0.54
"Saint-Denis-sur-Richelieu","Deforestation [Type]",2,0.09
"Saint-Dominique","Agricultural Expansion [Type]",1,145.98
"Saint-Dominique","Agricultural Expansion [Type]",2,2.43
"Saint-Dominique","Agricultural Loss [Type]",1,14.4
"Saint-Dominique","Agricultural Loss [Type]",2,18.72
"Saint-Dominique","Deforestation [Type]",1,3.69
"Saint-Dominique","Deforestation [Type]",2,0.27
"Saint-Édouard","Agricultural Expansion [Type]",1,105.3
"Saint-Édouard","Agricultural Expansion [Type]",2,6.93
"Saint-Édouard","Agricultural Loss [Type]",1,6.48
"Saint-Édouard","Agricultural Loss [Type]",2,19.53
"Saint-Édouard","Deforestation [Type]",1,1.08
"Saint-Édouard","Deforestation [Type]",2,0
"Saint-Étienne-de-Beauharnois","Agricultural Expansion [Type]",1,44.91
"Saint-Étienne-de-Beauharnois","Agricultural Expansion [Type]",2,0.18
"Saint-Étienne-de-Beauharnois","Agricultural Loss [Type]",1,3.15
"Saint-Étienne-de-Beauharnois","Agricultural Loss [Type]",2,12.69
"Saint-Étienne-de-Beauharnois","Deforestation [Type]",1,6.75
"Saint-Étienne-de-Beauharnois","Deforestation [Type]",2,0
"Saint-Georges-de-Clarenceville","Agricultural Expansion [Type]",1,15.66
"Saint-Georges-de-Clarenceville","Agricultural Expansion [Type]",2,0.81
"Saint-Georges-de-Clarenceville","Agricultural Loss [Type]",1,17.28
"Saint-Georges-de-Clarenceville","Agricultural Loss [Type]",2,57.15
"Saint-Georges-de-Clarenceville","Deforestation [Type]",1,10.89
"Saint-Georges-de-Clarenceville","Deforestation [Type]",2,30.51
"Saint-Gérard-Majella","Agricultural Expansion [Type]",1,34.74
"Saint-Gérard-Majella","Agricultural Expansion [Type]",2,1.08
"Saint-Gérard-Majella","Agricultural Loss [Type]",1,0.63
"Saint-Gérard-Majella","Agricultural Loss [Type]",2,11.25
"Saint-Gérard-Majella","Deforestation [Type]",1,0.09
"Saint-Gérard-Majella","Deforestation [Type]",2,0
"Saint-Hugues","Agricultural Expansion [Type]",1,61.56
"Saint-Hugues","Agricultural Expansion [Type]",2,0.81
"Saint-Hugues","Agricultural Loss [Type]",1,9.81
"Saint-Hugues","Agricultural Loss [Type]",2,26.1
"Saint-Hugues","Deforestation [Type]",1,2.79
"Saint-Hugues","Deforestation [Type]",2,3.87
"Saint-Hyacinthe","Agricultural Expansion [Type]",1,143.64
"Saint-Hyacinthe","Agricultural Expansion [Type]",2,2.88
"Saint-Hyacinthe","Agricultural Loss [Type]",1,145.8
"Saint-Hyacinthe","Agricultural Loss [Type]",2,249.93
"Saint-Hyacinthe","Deforestation [Type]",1,31.23
"Saint-Hyacinthe","Deforestation [Type]",2,18.09
"Saint-Ignace-de-Stanbridge","Agricultural Expansion [Type]",1,90
"Saint-Ignace-de-Stanbridge","Agricultural Expansion [Type]",2,11.61
"Saint-Ignace-de-Stanbridge","Agricultural Loss [Type]",1,17.01
"Saint-Ignace-de-Stanbridge","Agricultural Loss [Type]",2,2.25
"Saint-Ignace-de-Stanbridge","Deforestation [Type]",1,13.32
"Saint-Ignace-de-Stanbridge","Deforestation [Type]",2,0.9
"Saint-Isidore","Agricultural Expansion [Type]",1,42.39
"Saint-Isidore","Agricultural Expansion [Type]",2,0.72
"Saint-Isidore","Agricultural Loss [Type]",1,21.06
"Saint-Isidore","Agricultural Loss [Type]",2,11.07
"Saint-Isidore","Deforestation [Type]",1,0.54
"Saint-Isidore","Deforestation [Type]",2,0
"Saint-Jacques-le-Mineur","Agricultural Expansion [Type]",1,16.65
"Saint-Jacques-le-Mineur","Agricultural Expansion [Type]",2,1.44
"Saint-Jacques-le-Mineur","Agricultural Loss [Type]",1,19.53
"Saint-Jacques-le-Mineur","Agricultural Loss [Type]",2,19.53
"Saint-Jacques-le-Mineur","Deforestation [Type]",1,1.62
"Saint-Jacques-le-Mineur","Deforestation [Type]",2,0.18
"Saint-Jean-Baptiste","Agricultural Expansion [Type]",1,56.97
"Saint-Jean-Baptiste","Agricultural Expansion [Type]",2,1.8
"Saint-Jean-Baptiste","Agricultural Loss [Type]",1,14.58
"Saint-Jean-Baptiste","Agricultural Loss [Type]",2,21.69
"Saint-Jean-Baptiste","Deforestation [Type]",1,6.3
"Saint-Jean-Baptiste","Deforestation [Type]",2,0.81
"Saint-Jean-sur-Richelieu","Agricultural Expansion [Type]",1,201.6
"Saint-Jean-sur-Richelieu","Agricultural Expansion [Type]",2,1.89
"Saint-Jean-sur-Richelieu","Agricultural Loss [Type]",1,213.12
"Saint-Jean-sur-Richelieu","Agricultural Loss [Type]",2,463.59
"Saint-Jean-sur-Richelieu","Deforestation [Type]",1,90.81
"Saint-Jean-sur-Richelieu","Deforestation [Type]",2,92.61
"Saint-Joachim-de-Shefford","Agricultural Expansion [Type]",1,358.02
"Saint-Joachim-de-Shefford","Agricultural Expansion [Type]",2,21.15
"Saint-Joachim-de-Shefford","Agricultural Loss [Type]",1,12.6
"Saint-Joachim-de-Shefford","Agricultural Loss [Type]",2,1.17
"Saint-Joachim-de-Shefford","Deforestation [Type]",1,30.51
"Saint-Joachim-de-Shefford","Deforestation [Type]",2,15.48
"Saint-Joseph-de-Sorel","Agricultural Expansion [Type]",1,0
"Saint-Joseph-de-Sorel","Agricultural Expansion [Type]",2,0
"Saint-Joseph-de-Sorel","Agricultural Loss [Type]",1,0
"Saint-Joseph-de-Sorel","Agricultural Loss [Type]",2,0
"Saint-Joseph-de-Sorel","Deforestation [Type]",1,0.18
"Saint-Joseph-de-Sorel","Deforestation [Type]",2,0.09
"Saint-Jude","Agricultural Expansion [Type]",1,83.97
"Saint-Jude","Agricultural Expansion [Type]",2,4.05
"Saint-Jude","Agricultural Loss [Type]",1,1.8
"Saint-Jude","Agricultural Loss [Type]",2,3.42
"Saint-Jude","Deforestation [Type]",1,4.5
"Saint-Jude","Deforestation [Type]",2,0.45
"Saint-Lambert","Agricultural Expansion [Type]",1,0
"Saint-Lambert","Agricultural Expansion [Type]",2,0
"Saint-Lambert","Agricultural Loss [Type]",1,0
"Saint-Lambert","Agricultural Loss [Type]",2,0
"Saint-Lambert","Deforestation [Type]",1,0
"Saint-Lambert","Deforestation [Type]",2,0.09
"Saint-Lazare","Agricultural Expansion [Type]",1,10.53
"Saint-Lazare","Agricultural Expansion [Type]",2,1.08
"Saint-Lazare","Agricultural Loss [Type]",1,54.18
"Saint-Lazare","Agricultural Loss [Type]",2,100.17
"Saint-Lazare","Deforestation [Type]",1,103.23
"Saint-Lazare","Deforestation [Type]",2,431.1
"Saint-Liboire","Agricultural Expansion [Type]",1,88.92
"Saint-Liboire","Agricultural Expansion [Type]",2,4.32
"Saint-Liboire","Agricultural Loss [Type]",1,22.86
"Saint-Liboire","Agricultural Loss [Type]",2,19.35
"Saint-Liboire","Deforestation [Type]",1,15.21
"Saint-Liboire","Deforestation [Type]",2,4.77
"Saint-Louis","Agricultural Expansion [Type]",1,64.08
"Saint-Louis","Agricultural Expansion [Type]",2,2.7
"Saint-Louis","Agricultural Loss [Type]",1,4.95
"Saint-Louis","Agricultural Loss [Type]",2,14.67
"Saint-Louis","Deforestation [Type]",1,2.34
"Saint-Louis","Deforestation [Type]",2,1.8
"Saint-Louis-de-Gonzague","Agricultural Expansion [Type]",1,69.66
"Saint-Louis-de-Gonzague","Agricultural Expansion [Type]",2,1.08
"Saint-Louis-de-Gonzague","Agricultural Loss [Type]",1,27
"Saint-Louis-de-Gonzague","Agricultural Loss [Type]",2,18
"Saint-Louis-de-Gonzague","Deforestation [Type]",1,27.54
"Saint-Louis-de-Gonzague","Deforestation [Type]",2,2.16
"Saint-Marc-sur-Richelieu","Agricultural Expansion [Type]",1,38.34
"Saint-Marc-sur-Richelieu","Agricultural Expansion [Type]",2,0.09
"Saint-Marc-sur-Richelieu","Agricultural Loss [Type]",1,4.77
"Saint-Marc-sur-Richelieu","Agricultural Loss [Type]",2,17.37
"Saint-Marc-sur-Richelieu","Deforestation [Type]",1,0.9
"Saint-Marc-sur-Richelieu","Deforestation [Type]",2,2.79
"Saint-Marcel-de-Richelieu","Agricultural Expansion [Type]",1,51.93
"Saint-Marcel-de-Richelieu","Agricultural Expansion [Type]",2,0.81
"Saint-Marcel-de-Richelieu","Agricultural Loss [Type]",1,6.3
"Saint-Marcel-de-Richelieu","Agricultural Loss [Type]",2,6.57
"Saint-Marcel-de-Richelieu","Deforestation [Type]",1,3.69
"Saint-Marcel-de-Richelieu","Deforestation [Type]",2,0
"Saint-Mathias-sur-Richelieu","Agricultural Expansion [Type]",1,83.34
"Saint-Mathias-sur-Richelieu","Agricultural Expansion [Type]",2,1.17
"Saint-Mathias-sur-Richelieu","Agricultural Loss [Type]",1,3.78
"Saint-Mathias-sur-Richelieu","Agricultural Loss [Type]",2,37.08
"Saint-Mathias-sur-Richelieu","Deforestation [Type]",1,5.94
"Saint-Mathias-sur-Richelieu","Deforestation [Type]",2,0.45
"Saint-Mathieu","Agricultural Expansion [Type]",1,12.51
"Saint-Mathieu","Agricultural Expansion [Type]",2,0.09
"Saint-Mathieu","Agricultural Loss [Type]",1,10.17
"Saint-Mathieu","Agricultural Loss [Type]",2,25.38
"Saint-Mathieu","Deforestation [Type]",1,2.97
"Saint-Mathieu","Deforestation [Type]",2,0.72
"Saint-Mathieu-de-Beloeil","Agricultural Expansion [Type]",1,11.79
"Saint-Mathieu-de-Beloeil","Agricultural Expansion [Type]",2,0.09
"Saint-Mathieu-de-Beloeil","Agricultural Loss [Type]",1,55.71
"Saint-Mathieu-de-Beloeil","Agricultural Loss [Type]",2,49.77
"Saint-Mathieu-de-Beloeil","Deforestation [Type]",1,12.51
"Saint-Mathieu-de-Beloeil","Deforestation [Type]",2,0.09
"Saint-Michel","Agricultural Expansion [Type]",1,82.08
"Saint-Michel","Agricultural Expansion [Type]",2,5.13
"Saint-Michel","Agricultural Loss [Type]",1,6.21
"Saint-Michel","Agricultural Loss [Type]",2,16.2
"Saint-Michel","Deforestation [Type]",1,5.22
"Saint-Michel","Deforestation [Type]",2,10.08
"Saint-Nazaire-d'Acton","Agricultural Expansion [Type]",1,56.52
"Saint-Nazaire-d'Acton","Agricultural Expansion [Type]",2,5.67
"Saint-Nazaire-d'Acton","Agricultural Loss [Type]",1,7.11
"Saint-Nazaire-d'Acton","Agricultural Loss [Type]",2,9.36
"Saint-Nazaire-d'Acton","Deforestation [Type]",1,0.99
"Saint-Nazaire-d'Acton","Deforestation [Type]",2,0
"Saint-Ours","Agricultural Expansion [Type]",1,55.53
"Saint-Ours","Agricultural Expansion [Type]",2,2.34
"Saint-Ours","Agricultural Loss [Type]",1,11.61
"Saint-Ours","Agricultural Loss [Type]",2,20.25
"Saint-Ours","Deforestation [Type]",1,4.05
"Saint-Ours","Deforestation [Type]",2,0
"Saint-Patrice-de-Sherrington","Agricultural Expansion [Type]",1,160.65
"Saint-Patrice-de-Sherrington","Agricultural Expansion [Type]",2,13.86
"Saint-Patrice-de-Sherrington","Agricultural Loss [Type]",1,6.39
"Saint-Patrice-de-Sherrington","Agricultural Loss [Type]",2,18.27
"Saint-Patrice-de-Sherrington","Deforestation [Type]",1,1.35
"Saint-Patrice-de-Sherrington","Deforestation [Type]",2,0.27
"Saint-Paul-d'Abbotsford","Agricultural Expansion [Type]",1,153.72
"Saint-Paul-d'Abbotsford","Agricultural Expansion [Type]",2,10.08
"Saint-Paul-d'Abbotsford","Agricultural Loss [Type]",1,11.79
"Saint-Paul-d'Abbotsford","Agricultural Loss [Type]",2,12.69
"Saint-Paul-d'Abbotsford","Deforestation [Type]",1,12.51
"Saint-Paul-d'Abbotsford","Deforestation [Type]",2,2.88
"Saint-Paul-de-l'Île-aux-Noix","Agricultural Expansion [Type]",1,0.18
"Saint-Paul-de-l'Île-aux-Noix","Agricultural Expansion [Type]",2,0
"Saint-Paul-de-l'Île-aux-Noix","Agricultural Loss [Type]",1,22.68
"Saint-Paul-de-l'Île-aux-Noix","Agricultural Loss [Type]",2,28.17
"Saint-Paul-de-l'Île-aux-Noix","Deforestation [Type]",1,3.69
"Saint-Paul-de-l'Île-aux-Noix","Deforestation [Type]",2,6.75
"Saint-Philippe","Agricultural Expansion [Type]",1,28.17
"Saint-Philippe","Agricultural Expansion [Type]",2,0.63
"Saint-Philippe","Agricultural Loss [Type]",1,18.45
"Saint-Philippe","Agricultural Loss [Type]",2,68.76
"Saint-Philippe","Deforestation [Type]",1,3.51
"Saint-Philippe","Deforestation [Type]",2,3.96
"Saint-Pie","Agricultural Expansion [Type]",1,125.46
"Saint-Pie","Agricultural Expansion [Type]",2,2.43
"Saint-Pie","Agricultural Loss [Type]",1,26.01
"Saint-Pie","Agricultural Loss [Type]",2,60.12
"Saint-Pie","Deforestation [Type]",1,10.35
"Saint-Pie","Deforestation [Type]",2,10.08
"Saint-Polycarpe","Agricultural Expansion [Type]",1,18.36
"Saint-Polycarpe","Agricultural Expansion [Type]",2,0.54
"Saint-Polycarpe","Agricultural Loss [Type]",1,16.56
"Saint-Polycarpe","Agricultural Loss [Type]",2,50.31
"Saint-Polycarpe","Deforestation [Type]",1,1.26
"Saint-Polycarpe","Deforestation [Type]",2,1.62
"Saint-Rémi","Agricultural Expansion [Type]",1,107.73
"Saint-Rémi","Agricultural Expansion [Type]",2,7.02
"Saint-Rémi","Agricultural Loss [Type]",1,14.76
"Saint-Rémi","Agricultural Loss [Type]",2,70.65
"Saint-Rémi","Deforestation [Type]",1,4.95
"Saint-Rémi","Deforestation [Type]",2,0.36
"Saint-Robert","Agricultural Expansion [Type]",1,64.44
"Saint-Robert","Agricultural Expansion [Type]",2,4.14
"Saint-Robert","Agricultural Loss [Type]",1,13.41
"Saint-Robert","Agricultural Loss [Type]",2,11.25
"Saint-Robert","Deforestation [Type]",1,6.48
"Saint-Robert","Deforestation [Type]",2,1.08
"Saint-Roch-de-Richelieu","Agricultural Expansion [Type]",1,25.56
"Saint-Roch-de-Richelieu","Agricultural Expansion [Type]",2,2.88
"Saint-Roch-de-Richelieu","Agricultural Loss [Type]",1,7.11
"Saint-Roch-de-Richelieu","Agricultural Loss [Type]",2,14.22
"Saint-Roch-de-Richelieu","Deforestation [Type]",1,16.92
"Saint-Roch-de-Richelieu","Deforestation [Type]",2,17.19
"Saint-Sébastien","Agricultural Expansion [Type]",1,5.31
"Saint-Sébastien","Agricultural Expansion [Type]",2,0.72
"Saint-Sébastien","Agricultural Loss [Type]",1,1.62
"Saint-Sébastien","Agricultural Loss [Type]",2,8.73
"Saint-Sébastien","Deforestation [Type]",1,0
"Saint-Sébastien","Deforestation [Type]",2,0
"Saint-Simon","Agricultural Expansion [Type]",1,47.61
"Saint-Simon","Agricultural Expansion [Type]",2,1.08
"Saint-Simon","Agricultural Loss [Type]",1,6.3
"Saint-Simon","Agricultural Loss [Type]",2,16.83
"Saint-Simon","Deforestation [Type]",1,3.6
"Saint-Simon","Deforestation [Type]",2,0.09
"Saint-Stanislas-de-Kostka","Agricultural Expansion [Type]",1,101.25
"Saint-Stanislas-de-Kostka","Agricultural Expansion [Type]",2,2.25
"Saint-Stanislas-de-Kostka","Agricultural Loss [Type]",1,34.92
"Saint-Stanislas-de-Kostka","Agricultural Loss [Type]",2,33.57
"Saint-Stanislas-de-Kostka","Deforestation [Type]",1,8.37
"Saint-Stanislas-de-Kostka","Deforestation [Type]",2,26.46
"Saint-Télesphore","Agricultural Expansion [Type]",1,34.65
"Saint-Télesphore","Agricultural Expansion [Type]",2,1.44
"Saint-Télesphore","Agricultural Loss [Type]",1,13.32
"Saint-Télesphore","Agricultural Loss [Type]",2,15.57
"Saint-Télesphore","Deforestation [Type]",1,3.6
"Saint-Télesphore","Deforestation [Type]",2,5.49
"Saint-Théodore-d'Acton","Agricultural Expansion [Type]",1,95.31
"Saint-Théodore-d'Acton","Agricultural Expansion [Type]",2,5.94
"Saint-Théodore-d'Acton","Agricultural Loss [Type]",1,17.28
"Saint-Théodore-d'Acton","Agricultural Loss [Type]",2,12.06
"Saint-Théodore-d'Acton","Deforestation [Type]",1,13.32
"Saint-Théodore-d'Acton","Deforestation [Type]",2,9.09
"Saint-Urbain-Premier","Agricultural Expansion [Type]",1,87.57
"Saint-Urbain-Premier","Agricultural Expansion [Type]",2,2.34
"Saint-Urbain-Premier","Agricultural Loss [Type]",1,4.05
"Saint-Urbain-Premier","Agricultural Loss [Type]",2,31.95
"Saint-Urbain-Premier","Deforestation [Type]",1,1.35
"Saint-Urbain-Premier","Deforestation [Type]",2,0.36
"Saint-Valentin","Agricultural Expansion [Type]",1,1.08
"Saint-Valentin","Agricultural Expansion [Type]",2,0.27
"Saint-Valentin","Agricultural Loss [Type]",1,0.18
"Saint-Valentin","Agricultural Loss [Type]",2,2.16
"Saint-Valentin","Deforestation [Type]",1,0
"Saint-Valentin","Deforestation [Type]",2,0
"Saint-Valérien-de-Milton","Agricultural Expansion [Type]",1,110.07
"Saint-Valérien-de-Milton","Agricultural Expansion [Type]",2,3.15
"Saint-Valérien-de-Milton","Agricultural Loss [Type]",1,10.35
"Saint-Valérien-de-Milton","Agricultural Loss [Type]",2,19.98
"Saint-Valérien-de-Milton","Deforestation [Type]",1,6.57
"Saint-Valérien-de-Milton","Deforestation [Type]",2,1.8
"Saint-Zotique","Agricultural Expansion [Type]",1,10.53
"Saint-Zotique","Agricultural Expansion [Type]",2,0.27
"Saint-Zotique","Agricultural Loss [Type]",1,17.55
"Saint-Zotique","Agricultural Loss [Type]",2,45.09
"Saint-Zotique","Deforestation [Type]",1,26.19
"Saint-Zotique","Deforestation [Type]",2,40.77
"Sainte-Angèle-de-Monnoir","Agricultural Expansion [Type]",1,34.56
"Sainte-Angèle-de-Monnoir","Agricultural Expansion [Type]",2,0.45
"Sainte-Angèle-de-Monnoir","Agricultural Loss [Type]",1,3.24
"Sainte-Angèle-de-Monnoir","Agricultural Loss [Type]",2,11.97
"Sainte-Angèle-de-Monnoir","Deforestation [Type]",1,0.72
"Sainte-Angèle-de-Monnoir","Deforestation [Type]",2,0.45
"Sainte-Anne-de-Sabrevois","Agricultural Expansion [Type]",1,11.25
"Sainte-Anne-de-Sabrevois","Agricultural Expansion [Type]",2,0.36
"Sainte-Anne-de-Sabrevois","Agricultural Loss [Type]",1,12.69
"Sainte-Anne-de-Sabrevois","Agricultural Loss [Type]",2,67.95
"Sainte-Anne-de-Sabrevois","Deforestation [Type]",1,2.79
"Sainte-Anne-de-Sabrevois","Deforestation [Type]",2,13.5
"Sainte-Anne-de-Sorel","Agricultural Expansion [Type]",1,11.79
"Sainte-Anne-de-Sorel","Agricultural Expansion [Type]",2,0.63
"Sainte-Anne-de-Sorel","Agricultural Loss [Type]",1,29.07
"Sainte-Anne-de-Sorel","Agricultural Loss [Type]",2,12.06
"Sainte-Anne-de-Sorel","Deforestation [Type]",1,7.11
"Sainte-Anne-de-Sorel","Deforestation [Type]",2,1.17
"Sainte-Barbe","Agricultural Expansion [Type]",1,38.7
"Sainte-Barbe","Agricultural Expansion [Type]",2,0.72
"Sainte-Barbe","Agricultural Loss [Type]",1,40.14
"Sainte-Barbe","Agricultural Loss [Type]",2,12.15
"Sainte-Barbe","Deforestation [Type]",1,8.19
"Sainte-Barbe","Deforestation [Type]",2,14.58
"Sainte-Brigide-d'Iberville","Agricultural Expansion [Type]",1,72.45
"Sainte-Brigide-d'Iberville","Agricultural Expansion [Type]",2,0.81
"Sainte-Brigide-d'Iberville","Agricultural Loss [Type]",1,3.06
"Sainte-Brigide-d'Iberville","Agricultural Loss [Type]",2,28.26
"Sainte-Brigide-d'Iberville","Deforestation [Type]",1,2.34
"Sainte-Brigide-d'Iberville","Deforestation [Type]",2,0.99
"Sainte-Catherine","Agricultural Expansion [Type]",1,3.96
"Sainte-Catherine","Agricultural Expansion [Type]",2,0.36
"Sainte-Catherine","Agricultural Loss [Type]",1,23.22
"Sainte-Catherine","Agricultural Loss [Type]",2,8.55
"Sainte-Catherine","Deforestation [Type]",1,25.65
"Sainte-Catherine","Deforestation [Type]",2,1.71
"Sainte-Cécile-de-Milton","Agricultural Expansion [Type]",1,131.85
"Sainte-Cécile-de-Milton","Agricultural Expansion [Type]",2,4.5
"Sainte-Cécile-de-Milton","Agricultural Loss [Type]",1,4.14
"Sainte-Cécile-de-Milton","Agricultural Loss [Type]",2,23.67
"Sainte-Cécile-de-Milton","Deforestation [Type]",1,8.19
"Sainte-Cécile-de-Milton","Deforestation [Type]",2,14.67
"Sainte-Christine","Agricultural Expansion [Type]",1,163.89
"Sainte-Christine","Agricultural Expansion [Type]",2,9.54
"Sainte-Christine","Agricultural Loss [Type]",1,17.64
"Sainte-Christine","Agricultural Loss [Type]",2,0.54
"Sainte-Christine","Deforestation [Type]",1,17.01
"Sainte-Christine","Deforestation [Type]",2,0.27
"Sainte-Clotilde","Agricultural Expansion [Type]",1,162.99
"Sainte-Clotilde","Agricultural Expansion [Type]",2,21.96
"Sainte-Clotilde","Agricultural Loss [Type]",1,21.06
"Sainte-Clotilde","Agricultural Loss [Type]",2,8.91
"Sainte-Clotilde","Deforestation [Type]",1,19.17
"Sainte-Clotilde","Deforestation [Type]",2,10.35
"Sainte-Hélène-de-Bagot","Agricultural Expansion [Type]",1,98.28
"Sainte-Hélène-de-Bagot","Agricultural Expansion [Type]",2,3.15
"Sainte-Hélène-de-Bagot","Agricultural Loss [Type]",1,14.94
"Sainte-Hélène-de-Bagot","Agricultural Loss [Type]",2,32.85
"Sainte-Hélène-de-Bagot","Deforestation [Type]",1,5.76
"Sainte-Hélène-de-Bagot","Deforestation [Type]",2,2.79
"Sainte-Julie","Agricultural Expansion [Type]",1,22.68
"Sainte-Julie","Agricultural Expansion [Type]",2,1.08
"Sainte-Julie","Agricultural Loss [Type]",1,76.14
"Sainte-Julie","Agricultural Loss [Type]",2,166.86
"Sainte-Julie","Deforestation [Type]",1,14.67
"Sainte-Julie","Deforestation [Type]",2,5.76
"Sainte-Justine-de-Newton","Agricultural Expansion [Type]",1,40.14
"Sainte-Justine-de-Newton","Agricultural Expansion [Type]",2,4.59
"Sainte-Justine-de-Newton","Agricultural Loss [Type]",1,2.34
"Sainte-Justine-de-Newton","Agricultural Loss [Type]",2,3.78
"Sainte-Justine-de-Newton","Deforestation [Type]",1,0.36
"Sainte-Justine-de-Newton","Deforestation [Type]",2,1.26
"Sainte-Madeleine","Agricultural Expansion [Type]",1,2.88
"Sainte-Madeleine","Agricultural Expansion [Type]",2,0.09
"Sainte-Madeleine","Agricultural Loss [Type]",1,3.33
"Sainte-Madeleine","Agricultural Loss [Type]",2,8.73
"Sainte-Madeleine","Deforestation [Type]",1,2.79
"Sainte-Madeleine","Deforestation [Type]",2,0
"Sainte-Marie-Madeleine","Agricultural Expansion [Type]",1,31.41
"Sainte-Marie-Madeleine","Agricultural Expansion [Type]",2,0.27
"Sainte-Marie-Madeleine","Agricultural Loss [Type]",1,2.25
"Sainte-Marie-Madeleine","Agricultural Loss [Type]",2,14.31
"Sainte-Marie-Madeleine","Deforestation [Type]",1,46.35
"Sainte-Marie-Madeleine","Deforestation [Type]",2,19.62
"Sainte-Marthe","Agricultural Expansion [Type]",1,15.75
"Sainte-Marthe","Agricultural Expansion [Type]",2,0.27
"Sainte-Marthe","Agricultural Loss [Type]",1,5.85
"Sainte-Marthe","Agricultural Loss [Type]",2,1.53
"Sainte-Marthe","Deforestation [Type]",1,3.87
"Sainte-Marthe","Deforestation [Type]",2,5.13
"Sainte-Martine","Agricultural Expansion [Type]",1,16.02
"Sainte-Martine","Agricultural Expansion [Type]",2,0.09
"Sainte-Martine","Agricultural Loss [Type]",1,14.94
"Sainte-Martine","Agricultural Loss [Type]",2,74.16
"Sainte-Martine","Deforestation [Type]",1,2.7
"Sainte-Martine","Deforestation [Type]",2,1.08
"Sainte-Sabine","Agricultural Expansion [Type]",1,90.99
"Sainte-Sabine","Agricultural Expansion [Type]",2,1.8
"Sainte-Sabine","Agricultural Loss [Type]",1,12.33
"Sainte-Sabine","Agricultural Loss [Type]",2,12.24
"Sainte-Sabine","Deforestation [Type]",1,7.2
"Sainte-Sabine","Deforestation [Type]",2,23.58
"Sainte-Victoire-de-Sorel","Agricultural Expansion [Type]",1,69.93
"Sainte-Victoire-de-Sorel","Agricultural Expansion [Type]",2,3.42
